order_id,date,sku,title,category,color,qty,unit_price,revenue,cost,profit,margin,shipping_fee,shipping_cost,coupon_discount,ad_spend,ad_impressions,ad_clicks,channel,payment,installments_count,status,views,stock,state,city
MLB2026-001869,2026-05-27,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,2,35.9,71.8,32.9,23.46,32.7,19.9,13.93,0.0,1.51,1370,19,Anúncios,Cartão de crédito,,Concluída,13,36,DF,Ceilândia
MLB2026-001870,2026-05-27,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,1,35.9,35.9,13.62,19.59,54.6,0.0,0.0,0.0,2.69,3339,55,Anúncios,Pix,,Concluída,13,35,RS,Porto Alegre
MLB2026-001871,2026-05-27,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.72,9.18,54.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,20,8,PA,Belém
MLB2026-001872,2026-05-27,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,24.52,33.38,57.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,8,88,SP,Campinas
MLB2026-001873,2026-05-27,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,1,17.9,17.9,6.79,11.11,62.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,11,8,DF,Taguatinga
MLB2026-001874,2026-05-27,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,2,17.9,35.8,14.76,7.11,19.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,11,6,RS,Caxias do Sul
MLB2026-001875,2026-05-27,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,1,17.9,17.9,8.88,7.93,44.3,0.0,0.0,0.0,1.09,2086,12,Anúncios,Pix,,Concluída,11,5,GO,Aparecida de Goiânia
MLB2026-001876,2026-05-28,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.23,11.12,44.7,0.0,0.0,0.0,2.55,394,7,Anúncios,Pix,,Concluída,44,4,GO,Aparecida de Goiânia
MLB2026-001877,2026-05-28,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,7.71,-10.01,-59.2,19.9,13.93,0.94,4.33,2618,47,Anúncios,Pix,,Concluída,35,1,SP,São Bernardo do Campo
MLB2026-001878,2026-05-28,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.73,3.14,13.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,60,62,DF,Ceilândia
MLB2026-001879,2026-05-28,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,12.48,1.38,5.1,12.9,9.03,0.0,4.01,2716,20,Anúncios,Boleto,,Concluída,88,67,DF,Taguatinga
MLB2026-001880,2026-05-28,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,5.83,1.04,6.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,52,128,MG,Uberlândia
MLB2026-001881,2026-05-28,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,23.35,24.55,51.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,32,55,SP,Guarulhos
MLB2026-001882,2026-05-28,CAP-RN13-SUP,Capa Redmi Note 13 com Suporte,Com Suporte,Preto,1,32.9,32.9,11.73,17.02,51.7,0.0,0.0,4.15,0.0,0,0,Orgânico,Cartão de crédito,,Cancelada,22,153,MG,Juiz de Fora
MLB2026-001883,2026-05-28,CAP-RN13-SUP,Capa Redmi Note 13 com Suporte,Com Suporte,Preto,1,32.9,32.9,15.43,7.27,22.1,12.9,9.03,0.0,1.17,3475,50,Anúncios,Cartão de débito,,Concluída,22,152,RJ,Rio de Janeiro
MLB2026-001884,2026-05-28,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,9.11,2.76,13.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,45,121,SC,Blumenau
MLB2026-001885,2026-05-28,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,12.77,13.1,37.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,16,60,GO,Anápolis
MLB2026-001886,2026-05-28,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,1,35.9,35.9,14.43,21.47,59.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,23,34,RS,Caxias do Sul
MLB2026-001887,2026-05-28,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,11.7,13.2,53.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,31,0,CE,Juazeiro do Norte
MLB2026-001888,2026-05-28,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,11.61,11.63,46.7,0.0,0.0,0.0,1.66,1396,6,Anúncios,Cartão de crédito,12,Concluída,31,0,AM,Parintins
MLB2026-001889,2026-05-28,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,2,29.9,59.8,25.82,33.98,56.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,10,152,CE,Juazeiro do Norte
MLB2026-001890,2026-05-29,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,17.54,32.36,64.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,19,107,MG,Uberlândia
MLB2026-001891,2026-05-29,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,3,16.9,50.7,18.3,18.47,36.4,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,93,0,RJ,Niterói
MLB2026-001892,2026-05-29,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.47,1.4,7.4,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,26,80,PR,Londrina
MLB2026-001893,2026-05-29,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,6.78,-8.94,-60.0,19.9,13.93,0.0,3.13,682,10,Anúncios,Pix,,Enviada,46,186,RJ,Niterói
MLB2026-001894,2026-05-29,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,3,14.9,44.7,19.56,16.11,36.0,12.9,9.03,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,46,183,SC,Joinville
MLB2026-001895,2026-05-29,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,7.0,-9.5,-63.8,19.9,13.93,0.0,3.47,343,4,Anúncios,Pix,,Concluída,46,182,SC,Joinville
MLB2026-001896,2026-05-29,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,15.49,15.28,43.8,0.0,0.0,0.0,4.13,2632,75,Anúncios,Pix,,Concluída,11,59,RJ,Niterói
MLB2026-001897,2026-05-29,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,23.76,31.14,56.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,2,57,MG,Uberlândia
MLB2026-001898,2026-05-29,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,23.76,27.25,49.6,0.0,0.0,0.0,3.89,3158,70,Anúncios,Pix,,Concluída,29,0,RS,Caxias do Sul
MLB2026-001899,2026-05-29,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,14.96,8.66,20.7,19.9,13.93,0.0,4.35,2129,41,Anúncios,Cartão de crédito,3,Enviada,3,53,SP,Campinas
MLB2026-001900,2026-05-29,CAP-GA56-CRI,Capa Galaxy A56 Cristal Espelhada,Cristal,Prata,1,34.9,34.9,13.55,7.42,21.3,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Cancelada,30,73,CE,Juazeiro do Norte
MLB2026-001901,2026-05-29,CAP-RN14-PLU,Capa Redmi Note 14 Pelúcia,Pelúcia,Rosa,1,32.9,32.9,11.63,7.34,22.3,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,27,7,MA,São Luís
MLB2026-001902,2026-05-29,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.22,9.68,57.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,34,7,MG,Contagem
MLB2026-001903,2026-05-29,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,26.32,30.75,53.1,0.0,0.0,0.0,0.83,722,10,Anúncios,Cartão de crédito,9,Concluída,16,87,MG,Contagem
MLB2026-001904,2026-05-30,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,10.49,19.41,64.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,25,0,RS,Caxias do Sul
MLB2026-001905,2026-05-30,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,13.21,2.76,9.2,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,25,0,MG,Juiz de Fora
MLB2026-001906,2026-05-30,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,19.99,20.88,46.5,0.0,0.0,0.0,4.03,3377,61,Anúncios,Boleto,,Concluída,14,66,BA,Vitória da Conquista
MLB2026-001907,2026-05-30,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,6.04,-6.06,-35.9,19.9,13.93,0.0,2.99,1523,42,Anúncios,Cartão de crédito,,Concluída,109,0,RJ,Duque de Caxias
MLB2026-001908,2026-05-30,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,6.84,-6.1,-36.1,19.9,13.93,0.0,2.23,2353,33,Anúncios,Cartão de crédito,,Concluída,109,0,SP,Campinas
MLB2026-001909,2026-05-30,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,5.9,-3.93,-24.7,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,24,0,RS,Canoas
MLB2026-001910,2026-05-30,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,9.31,13.59,59.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,81,61,RJ,Duque de Caxias
MLB2026-001911,2026-05-30,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,9.55,-4.1,-17.9,19.9,13.93,0.0,3.52,2003,59,Anúncios,Boleto,,Concluída,81,60,SP,Guarulhos
MLB2026-001912,2026-05-30,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,3,47.9,143.7,69.66,74.04,51.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Pendente,14,52,RJ,Campos dos Goytacazes
MLB2026-001913,2026-05-30,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.68,10.22,54.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,67,79,PE,Petrolina
MLB2026-001914,2026-05-30,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,7.91,7.57,40.1,0.0,0.0,0.0,3.42,1316,22,Anúncios,Pix,,Cancelada,67,78,PR,Londrina
MLB2026-001915,2026-05-30,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,15.21,8.93,25.6,12.9,9.03,0.0,1.73,2229,21,Anúncios,Boleto,,Concluída,16,58,GO,Aparecida de Goiânia
MLB2026-001916,2026-05-30,CAP-MG85-SIL,Capa Moto G85 Silicone Azul,Silicone,Azul,1,19.9,19.9,8.35,-5.38,-27.0,19.9,13.93,0.0,3.0,1894,23,Anúncios,Pix,,Concluída,135,162,SC,Joinville
MLB2026-001917,2026-05-30,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,27.59,30.27,50.5,0.0,0.0,2.04,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,27,37,SP,Campinas
MLB2026-001918,2026-05-30,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,23.65,36.25,60.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,27,36,MG,Belo Horizonte
MLB2026-001919,2026-05-30,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,22.67,37.23,62.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,27,35,MG,Belo Horizonte
MLB2026-001920,2026-05-30,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,19.22,20.68,51.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,46,114,CE,Fortaleza
MLB2026-001921,2026-05-30,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,19.44,9.56,24.0,12.9,9.03,0.0,1.87,1206,27,Anúncios,Pix,,Concluída,46,113,SC,Florianópolis
MLB2026-001922,2026-05-30,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,3,35.9,107.7,49.11,58.59,54.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,9,31,MG,Uberlândia
MLB2026-001923,2026-05-30,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,25.16,28.9,52.6,0.0,0.0,0.84,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,16,0,CE,Juazeiro do Norte
MLB2026-001924,2026-05-30,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,19.42,35.48,64.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,16,0,RS,Canoas
MLB2026-001925,2026-05-30,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,25.21,29.69,54.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,16,0,AM,Parintins
MLB2026-001926,2026-05-30,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,17.79,24.11,57.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,8,52,MG,Belo Horizonte
MLB2026-001927,2026-05-30,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,9.36,3.12,16.5,0.0,0.0,4.12,2.3,2911,64,Anúncios,Pix,,Cancelada,16,157,GO,Goiânia
MLB2026-001928,2026-05-30,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,1,17.9,17.9,7.27,10.63,59.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,13,4,SC,Joinville
MLB2026-001929,2026-05-31,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,12.39,13.93,46.6,0.0,0.0,0.0,3.58,2973,79,Anúncios,Pix,,Concluída,58,0,SP,Campinas
MLB2026-001930,2026-05-31,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,13.78,16.12,53.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,58,0,MG,Contagem
MLB2026-001931,2026-05-31,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,7.82,0.15,0.7,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,42,184,ES,Vitória
MLB2026-001932,2026-05-31,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,3,21.9,65.7,26.07,39.63,60.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,42,181,MG,Contagem
MLB2026-001933,2026-05-31,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,23.36,24.54,51.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,7,51,DF,Ceilândia
MLB2026-001934,2026-05-31,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,18.46,29.44,61.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,7,50,SP,Osasco
MLB2026-001935,2026-05-31,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,34.82,32.23,46.1,0.0,0.0,0.0,2.85,1616,15,Anúncios,Cartão de crédito,,Concluída,28,137,RS,Pelotas
MLB2026-001936,2026-05-31,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,7.88,-3.82,-18.3,19.9,13.93,0.0,2.91,1303,8,Anúncios,Cartão de crédito,,Concluída,30,120,RJ,Duque de Caxias
MLB2026-001937,2026-05-31,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,28.58,31.32,52.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,5,34,SC,Joinville
MLB2026-001938,2026-05-31,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,21.8,38.1,63.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,5,33,CE,Sobral
MLB2026-001939,2026-05-31,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,29.46,30.44,50.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,5,32,SP,Guarulhos
MLB2026-001940,2026-05-31,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,24.25,30.65,55.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,12,56,SP,Guarulhos
MLB2026-001941,2026-05-31,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,9.62,1.35,5.4,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,23,0,MG,Uberlândia
MLB2026-001942,2026-05-31,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,10.37,14.53,58.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,23,0,MG,Juiz de Fora
MLB2026-001943,2026-05-31,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,2,29.9,59.8,27.78,19.95,33.4,12.9,9.03,0.0,3.04,2451,29,Anúncios,Pix,,Concluída,10,150,RS,Caxias do Sul
MLB2026-001944,2026-05-31,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,1,64.9,64.9,26.8,38.1,58.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Enviada,22,153,SP,Campinas
MLB2026-001945,2026-05-31,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,2,57.9,115.8,56.5,55.72,48.1,0.0,0.0,1.22,2.36,582,13,Anúncios,Pix,,Concluída,21,85,GO,Goiânia
MLB2026-001946,2026-06-01,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.49,13.41,53.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,10,3,SP,São Bernardo do Campo
MLB2026-001947,2026-06-01,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.31,13.59,54.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,10,2,MG,Uberlândia
MLB2026-001948,2026-06-01,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,10.37,-2.4,-11.0,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,15,180,SP,Osasco
MLB2026-001949,2026-06-01,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,2,21.9,43.8,16.58,14.01,32.0,12.9,9.03,4.18,0.0,0,0,Orgânico,Boleto,,Concluída,15,178,MG,Belo Horizonte
MLB2026-001950,2026-06-01,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,9.8,12.1,55.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,15,177,SC,Blumenau
MLB2026-001951,2026-06-01,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,7.45,-4.48,-26.5,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,18,0,SP,Campinas
MLB2026-001952,2026-06-01,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,7.57,4.47,28.1,0.0,0.0,0.0,3.86,2000,22,Anúncios,Cartão de crédito,12,Concluída,26,0,SP,Campinas
MLB2026-001953,2026-06-01,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,7.0,8.9,56.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,138,127,RS,Porto Alegre
MLB2026-001954,2026-06-01,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,7.25,4.08,25.7,0.0,0.0,4.57,0.0,0,0,Orgânico,Pix,,Concluída,138,126,PR,Maringá
MLB2026-001955,2026-06-01,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,3,15.9,47.7,21.9,11.9,24.9,12.9,9.03,4.87,0.0,0,0,Orgânico,Cartão de débito,,Concluída,138,123,SP,São Paulo
MLB2026-001956,2026-06-01,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,18.16,29.74,62.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,15,49,BA,Salvador
MLB2026-001957,2026-06-01,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,11.71,18.19,60.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,34,102,ES,Serra
MLB2026-001958,2026-06-01,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.82,17.08,57.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,34,101,RJ,Niterói
MLB2026-001959,2026-06-01,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,8.28,11.62,58.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,7,175,RJ,Campos dos Goytacazes
MLB2026-001960,2026-06-01,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,9.23,-5.42,-27.2,19.9,13.93,0.0,2.16,2807,11,Anúncios,Boleto,,Concluída,7,174,SP,Guarulhos
MLB2026-001961,2026-06-01,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.96,-3.99,-21.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,22,77,BA,Vitória da Conquista
MLB2026-001962,2026-06-01,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,9.16,11.74,56.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,16,119,SP,São Paulo
MLB2026-001963,2026-06-01,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,9.28,8.73,41.8,0.0,0.0,0.0,2.89,1766,35,Anúncios,Cartão de débito,,Concluída,16,118,PE,Caruaru
MLB2026-001964,2026-06-01,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,1,15.9,15.9,7.69,8.21,51.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,33,116,SP,Guarulhos
MLB2026-001965,2026-06-01,CAP-MG85-SIL,Capa Moto G85 Silicone Azul,Silicone,Azul,1,19.9,19.9,9.29,-2.36,-11.9,12.9,9.03,0.0,3.94,2152,23,Anúncios,Cartão de crédito,,Concluída,21,161,RS,Caxias do Sul
MLB2026-001966,2026-06-01,CAP-ME50-COU,Capa Moto Edge 50 Couro Sintético,Couro,Marrom,1,59.9,59.9,27.7,32.2,53.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,16,31,RS,Canoas
MLB2026-001967,2026-06-01,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,26.73,28.09,51.2,0.0,0.0,0.08,0.0,0,0,Orgânico,Pix,,Concluída,3,55,BA,Vitória da Conquista
MLB2026-001968,2026-06-01,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,2,54.9,109.8,46.12,59.88,54.5,0.0,0.0,0.0,3.8,1759,30,Anúncios,Pix,,Concluída,3,53,MG,Contagem
MLB2026-001969,2026-06-01,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,1,29.9,29.9,14.33,15.57,52.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Pendente,17,149,SC,Blumenau
MLB2026-001970,2026-06-01,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,19.1,12.44,29.7,12.9,9.03,0.0,1.33,1424,36,Anúncios,Pix,,Concluída,34,51,BA,Salvador
MLB2026-001971,2026-06-01,CAP-GA56-CRI,Capa Galaxy A56 Cristal Espelhada,Cristal,Prata,1,34.9,34.9,16.38,4.59,13.2,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,14,72,RS,Caxias do Sul
MLB2026-001972,2026-06-01,CAP-RN14-PLU,Capa Redmi Note 14 Pelúcia,Pelúcia,Rosa,2,32.9,65.8,25.5,26.37,40.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,20,5,SP,São Bernardo do Campo
