id,platform,title,brand,model,material,color,condition,price_brl,original_price_brl,sales,rating,reviews,seller,seller_type,state,city,shipping_free,installments_count,interest_free,available_quantity,listed_date
MLB-0294,Mercado Livre,Capa de Celular Moto G85 Camuflada Floral Acrílico Cristal - Motorola,Motorola,Moto G85,Acrílico Cristal,Amarelo,Novo,37.8,63.8,22,4.3,1,Top Cel Acessórios,Loja Oficial,DF,Ceilândia,True,9,True,229,2025-08-19
MLB-0295,Mercado Livre,Capa de Celular iPhone 16 Pro Max Geométrica Com Desenho Couro Sintético Azul - Apple,Apple,iPhone 16 Pro Max,Couro Sintético,Azul,Novo,32.9,,22,4.5,2,Brasil Case Center,Vendedor,PE,Caruaru,True,12,True,136,2025-09-18
MLB-0515,Mercado Livre,Capa Protetora Poco X6 Espelhada Lisa TPU Laranja,Xiaomi,Poco X6,TPU,Laranja,Novo,11.4,19.8,22,4.6,1,Capinha Express,MercadoLíder,GO,Goiânia,True,6,False,53,2025-07-29
MLB-0597,Mercado Livre,Capa de Celular Galaxy S25 Ultra Antichoque Ultra Fino Capa com Suporte - Samsung,Samsung,Galaxy S25 Ultra,Capa com Suporte,Verde,Novo,17.9,22.8,22,4.7,2,Case Store Brasil,Vendedor,PR,Maringá,True,6,True,195,2026-04-30
MLB-0129,Mercado Livre,Capinha Moto G85 Colorida Pelúcia - Motorola,Motorola,Moto G85,Pelúcia,Cinza,Novo,55.7,85.3,21,4.8,2,Case Store Brasil,MercadoLíder,SP,Guarulhos,False,3,False,142,2025-07-31
MLB-0281,Mercado Livre,Capinha iPhone 16 Pro Max Cristal Acrílico Cristal - Apple,Apple,iPhone 16 Pro Max,Acrílico Cristal,Preto,Novo,47.0,,21,4.5,0,CelShop Brasil,Loja Oficial,CE,Juazeiro do Norte,False,6,True,115,2025-11-15
MLB-0441,Mercado Livre,Capinha Moto G24 Antichoque TPU com Cordão Vermelho - Motorola,Motorola,Moto G24,TPU com Cordão,Vermelho,Novo,25.8,43.9,21,4.1,2,Prime Cases,MercadoLíder,DF,Ceilândia,True,6,True,248,2025-09-27
MLB-0023,Mercado Livre,Capinha Moto G84 Silicone Silicone - Motorola,Motorola,Moto G84,Silicone,Rosa,Novo,9.9,15.0,20,5.0,2,Case Store Brasil,Loja Oficial,RJ,Rio de Janeiro,True,12,True,251,2026-03-23
MLB-0029,Mercado Livre,Capinha Galaxy S25 Ultra Colorida Silicone com MagSafe - Samsung,Samsung,Galaxy S25 Ultra,Silicone com MagSafe,Azul,Novo,71.9,125.8,20,4.4,1,Case Mania,Vendedor,AM,Manaus,False,9,True,62,2025-11-14
MLB-0056,Mercado Livre,Capa de Celular realme 11 Ultra Fino Acrílico Cristal Preto,realme,realme 11,Acrílico Cristal,Preto,Novo,27.9,44.3,20,4.3,2,Mega Cases Shop,Vendedor,AM,Parintins,True,3,False,48,2025-09-19
MLB-0081,Mercado Livre,Case iPhone 14 Espelhada Lisa TPU com Cordão Azul - Apple,Apple,iPhone 14,TPU com Cordão,Azul,Novo,14.9,22.3,20,4.3,1,iCases Store,Vendedor,PR,Londrina,True,,,84,2026-04-12
MLB-0192,Mercado Livre,Capinha Moto Edge 50 Antichoque Glitter Capa com Suporte,Motorola,Moto Edge 50,Capa com Suporte,Dourado,Novo,34.5,,20,4.4,1,Mega Cases Shop,MercadoLíder,SC,Blumenau,False,3,True,157,2025-11-09
MLB-0282,Mercado Livre,Capa Protetora Xiaomi 14 Silicone Silicone com Anel Amarelo - Xiaomi,Xiaomi,Xiaomi 14,Silicone com Anel,Amarelo,Novo,17.9,22.2,20,4.4,1,Case Store Brasil,Vendedor,SP,São Bernardo do Campo,True,3,False,95,2026-02-28
MLB-0367,Mercado Livre,Case Galaxy A56 Antirrisco Acrílico Cristal Laranja - Samsung,Samsung,Galaxy A56,Acrílico Cristal,Laranja,Novo,44.0,68.6,20,4.8,1,Brasil Case Center,Vendedor,SP,Campinas,True,,,17,2026-05-23
MLB-0207,Mercado Livre,Capa Protetora Galaxy S25 Texturizada Silicone com MagSafe Transparente - Samsung,Samsung,Galaxy S25,Silicone com MagSafe,Transparente,Novo,12.9,15.6,19,5.0,1,Acessórios Prime,MercadoLíder,MA,São Luís,True,3,False,176,2026-02-16
MLB-0248,Mercado Livre,Capa Protetora Galaxy M15 Antichoque Silicone com Anel - Samsung,Samsung,Galaxy M15,Silicone com Anel,Dourado,Novo,19.9,,19,4.5,0,Capinha Express,Vendedor,SP,São Bernardo do Campo,True,3,True,27,2025-11-04
MLB-0388,Mercado Livre,Capinha Galaxy S23 Lisa Glitter Couro com MagSafe,Samsung,Galaxy S23,Couro com MagSafe,Preto,Novo,64.9,80.7,19,4.5,2,CaseHub,MercadoLíder,MG,Uberlândia,True,6,False,180,2025-07-27
MLB-0481,Mercado Livre,Capa de Celular Moto G24 Fofinha Pelúcia Transparente - Motorola,Motorola,Moto G24,Pelúcia,Transparente,Novo,37.9,57.7,19,4.4,1,Brasil Case Center,Vendedor,SP,São Paulo,False,9,False,229,2025-11-09
MLB-0565,Mercado Livre,Capa Protetora Moto G24 Antichoque Transparente Silicone com Anel Roxo - Motorola,Motorola,Moto G24,Silicone com Anel,Roxo,Novo,22.9,30.8,19,4.9,0,Case Mania,Vendedor,SC,Florianópolis,True,9,True,81,2025-09-26
MLB-0604,Mercado Livre,Capa Protetora realme Note 50 Anti-Risco Silicone Rosa,realme,realme Note 50,Silicone,Rosa,Novo,16.6,,19,4.7,1,Case Mania,Vendedor,SP,São Bernardo do Campo,False,6,False,104,2025-07-21
MLB-0068,Mercado Livre,Capinha iPhone 15 Fosca Lisa Capa com Suporte - Apple,Apple,iPhone 15,Capa com Suporte,Marrom,Novo,59.9,86.5,18,4.3,0,Capinha Express,Loja Oficial,SP,São Bernardo do Campo,True,9,True,288,2026-03-12
MLB-0070,Mercado Livre,Case Poco X6 Camuflada Acrílico Cristal Laranja - Xiaomi,Xiaomi,Poco X6,Acrílico Cristal,Laranja,Novo,59.9,80.4,18,4.6,0,Case Mania,Vendedor,CE,Fortaleza,True,,,210,2026-01-03
MLB-0071,Mercado Livre,Capa de Celular Galaxy A55 Com Anel Antichoque Silicone com Anel Preto - Samsung,Samsung,Galaxy A55,Silicone com Anel,Preto,Novo,43.2,51.9,18,4.5,2,Digital Case BR,MercadoLíder,SC,Chapecó,True,,,261,2025-12-25
MLB-0110,Mercado Livre,Capinha iPhone 16 Glitter Com Desenho Couro com MagSafe - Apple,Apple,iPhone 16,Couro com MagSafe,Laranja,Novo,60.6,106.4,18,4.2,1,Top Cel Acessórios,MercadoLíder,SP,Osasco,False,,,22,2025-09-26
MLB-0172,Mercado Livre,Capa Protetora Moto G84 Transparente TPU Verde - Motorola,Motorola,Moto G84,TPU,Verde,Novo,15.1,25.7,18,4.2,0,Max Acessórios,Vendedor,SC,Joinville,False,12,False,0,2026-01-31
MLB-0216,Mercado Livre,Case Xiaomi 14 Geométrica Ultra Fino TPU Transparente,Xiaomi,Xiaomi 14,TPU,Transparente,Novo,17.9,,18,4.7,0,Acessórios Prime,MercadoLíder,RJ,Niterói,False,6,True,124,2025-08-23
MLB-0509,Mercado Livre,Capa Protetora Redmi 13C Geométrica Acrílico Cristal Vermelho - Xiaomi,Xiaomi,Redmi 13C,Acrílico Cristal,Vermelho,Novo,28.0,41.8,18,4.8,0,Acessórios Prime,Loja Oficial,RJ,Niterói,True,,,75,2026-02-12
MLB-0602,Mercado Livre,Capinha Galaxy S25 Ultra Com Desenho Pelúcia Laranja - Samsung,Samsung,Galaxy S25 Ultra,Pelúcia,Laranja,Novo,64.9,99.8,18,4.5,0,Case Mania,Vendedor,SP,Osasco,False,6,True,61,2026-05-30
MLB-0139,Mercado Livre,Capa Protetora Moto G54 TPU TPU com Cordão Laranja - Motorola,Motorola,Moto G54,TPU com Cordão,Laranja,Novo,26.7,42.8,17,4.4,1,Brasil Case Center,Vendedor,MG,Contagem,True,,,183,2026-03-16
MLB-0141,Mercado Livre,Capinha Redmi Note 12 Anti-Risco Fosca Silicone Camuflado,Xiaomi,Redmi Note 12,Silicone,Camuflado,Novo,23.3,,17,4.7,0,iCases Store,Vendedor,MG,Uberlândia,True,,,295,2025-10-27
MLB-0247,Mercado Livre,Capa de Celular Galaxy S25 Com Desenho Silicone com MagSafe - Samsung,Samsung,Galaxy S25,Silicone com MagSafe,Marrom,Novo,29.9,,17,4.7,0,Mega Cases Shop,Loja Oficial,MG,Uberlândia,True,3,True,43,2026-01-17
MLB-0258,Mercado Livre,Capa de Celular Galaxy A56 Colorida Policarbonato Vermelho - Samsung,Samsung,Galaxy A56,Policarbonato,Vermelho,Novo,79.9,139.7,17,5.0,1,Prime Cases,Vendedor,RJ,Rio de Janeiro,False,3,True,0,2025-08-09
MLB-0169,Mercado Livre,Capa de Celular Galaxy A15 Fosca Lisa Pelúcia Cinza,Samsung,Galaxy A15,Pelúcia,Cinza,Novo,44.9,,16,4.7,1,Mega Cases Shop,Vendedor,ES,Vila Velha,True,,,23,2026-05-18
MLB-0483,Mercado Livre,Capa Protetora Redmi Note 12 Floral Fosca Couro com MagSafe Rosa,Xiaomi,Redmi Note 12,Couro com MagSafe,Rosa,Novo,81.9,110.5,16,4.6,1,Mega Cases Shop,Vendedor,RS,Caxias do Sul,False,,,97,2025-08-03
MLB-0526,Mercado Livre,Case Moto Edge 50 Espelhada Couro Sintético - Motorola,Motorola,Moto Edge 50,Couro Sintético,Amarelo,Novo,59.9,78.7,16,5.0,0,Importados BR,MercadoLíder,RJ,Duque de Caxias,False,9,True,209,2025-12-08
MLB-0554,Mercado Livre,Capinha Galaxy A15 Geométrica Com Desenho Capa com Suporte - Samsung,Samsung,Galaxy A15,Capa com Suporte,Marrom,Novo,33.4,56.1,16,4.5,1,Importados BR,Vendedor,RJ,Rio de Janeiro,True,,,0,2025-10-26
MLB-0147,Mercado Livre,Capinha Moto G54 Glitter Acrílico Cristal Transparente,Motorola,Moto G54,Acrílico Cristal,Transparente,Novo,25.6,38.1,15,4.8,0,Capinha Express,Vendedor,RS,Caxias do Sul,True,3,False,101,2026-04-15
MLB-0198,Mercado Livre,Capinha iPhone 11 Texturizada Silicone - Apple,Apple,iPhone 11,Silicone,Camuflado,Novo,69.9,111.1,15,4.1,1,CelShop Brasil,Vendedor,PR,Cascavel,True,,,70,2026-08-09
MLB-0249,Mercado Livre,Capa de Celular Moto G54 Com Desenho Silicone com MagSafe Prata - Motorola,Motorola,Moto G54,Silicone com MagSafe,Prata,Novo,76.4,119.8,15,4.8,1,Max Acessórios,Loja Oficial,ES,Vitória,False,6,True,212,2026-01-03
MLB-0253,Mercado Livre,Capinha Moto G84 Transparente Floral Acrílico Cristal Branco - Motorola,Motorola,Moto G84,Acrílico Cristal,Branco,Novo,36.7,52.8,15,4.4,0,Brasil Case Center,Loja Oficial,SP,São Bernardo do Campo,False,9,True,227,2026-08-08
MLB-0049,Mercado Livre,Capa de Celular Moto Edge 50 Texturizada MagSafe Couro com MagSafe Dourado - Motorola,Motorola,Moto Edge 50,Couro com MagSafe,Dourado,Novo,49.9,78.1,14,4.6,1,iCases Store,Vendedor,DF,Brasília,True,,,36,2025-09-28
MLB-0125,Mercado Livre,Case realme Note 50 Texturizada Policarbonato Rosa - realme,realme,realme Note 50,Policarbonato,Rosa,Novo,37.0,,14,5.0,1,TecnoCases,Vendedor,BA,Vitória da Conquista,True,,,191,2025-10-03
MLB-0152,Mercado Livre,Capa Protetora Moto G85 Com Anel Silicone com Anel Laranja,Motorola,Moto G85,Silicone com Anel,Laranja,Novo,26.5,,14,4.5,1,Max Acessórios,Vendedor,SP,Osasco,True,6,True,153,2026-07-17
MLB-0337,Mercado Livre,Capinha realme 12 Antichoque TPU - realme,realme,realme 12,TPU,Camuflado,Novo,18.3,27.3,14,4.7,0,Max Acessórios,Vendedor,SP,Osasco,False,,,96,2026-01-07
MLB-0451,Mercado Livre,Capinha Galaxy A15 Fosca Silicone com Anel Roxo - Samsung,Samsung,Galaxy A15,Silicone com Anel,Roxo,Novo,44.5,77.3,14,4.9,0,Importados BR,MercadoLíder,BA,Salvador,False,6,True,83,2026-04-13
MLB-0460,Mercado Livre,Capinha iPhone 14 Cristal Texturizada Acrílico Cristal - Apple,Apple,iPhone 14,Acrílico Cristal,Preto,Novo,37.9,58.5,14,5.0,0,Importados BR,MercadoLíder,SP,Guarulhos,False,3,True,71,2026-05-31
MLB-0540,Mercado Livre,Capa de Celular iPhone 14 Espelhada Colorida Capa com Suporte,Apple,iPhone 14,Capa com Suporte,Marrom,Novo,40.7,,14,4.4,0,CaseHub,Vendedor,RJ,Niterói,False,9,True,295,2026-04-01
MLB-0112,Mercado Livre,Capinha iPhone 11 Lisa Silicone com Anel,Apple,iPhone 11,Silicone com Anel,Dourado,Novo,12.9,19.8,13,4.5,0,Case Store Brasil,MercadoLíder,SP,São Paulo,False,9,False,134,2025-07-17
MLB-0173,Mercado Livre,Capa Protetora Moto Edge 50 Couro Premium Magnética Couro com MagSafe,Motorola,Moto Edge 50,Couro com MagSafe,Laranja,Novo,88.7,113.7,13,4.4,0,Acessórios Prime,MercadoLíder,CE,Fortaleza,False,12,True,25,2026-03-24
MLB-0220,Mercado Livre,Capa de Celular Galaxy M15 Ultra Fino Acrílico Cristal Rosa - Samsung,Samsung,Galaxy M15,Acrílico Cristal,Rosa,Novo,46.8,,13,4.4,1,Mega Cases Shop,Vendedor,PR,Maringá,True,12,True,168,2026-02-03
MLB-0242,Mercado Livre,Capa Protetora Moto G54 Colorida Lisa Capa com Suporte,Motorola,Moto G54,Capa com Suporte,Azul,Novo,99.9,123.1,13,4.7,1,Acessórios Prime,MercadoLíder,MA,São Luís,True,,,263,2025-09-29
MLB-0440,Mercado Livre,Case Galaxy M35 Espelhada Silicone - Samsung,Samsung,Galaxy M35,Silicone,Verde,Novo,23.2,31.5,13,5.0,0,Digital Case BR,Vendedor,SC,Blumenau,False,,,285,2025-11-08
MLB-0488,Mercado Livre,Capinha Redmi 13C Anti-Risco Silicone com MagSafe,Xiaomi,Redmi 13C,Silicone com MagSafe,Camuflado,Novo,73.5,125.7,13,4.1,0,Max Acessórios,Loja Oficial,RJ,Campos dos Goytacazes,True,9,False,283,2026-03-16
MLB-0498,Mercado Livre,Case Redmi Note 12 Antichoque Ultra Fino Acrílico Cristal - Xiaomi,Xiaomi,Redmi Note 12,Acrílico Cristal,Cinza,Novo,28.1,50.5,13,4.6,0,Case Mania,Vendedor,SP,Osasco,True,3,True,2,2026-05-18
MLB-0524,Mercado Livre,Capa de Celular iPhone 11 Texturizada Camuflada Policarbonato Dourado - Apple,Apple,iPhone 11,Policarbonato,Dourado,Novo,24.3,,13,4.5,0,Mega Cases Shop,MercadoLíder,MG,Contagem,True,9,False,48,2026-02-02
MLB-0046,Mercado Livre,Case Moto G85 Texturizada Silicone Rosa - Motorola,Motorola,Moto G85,Silicone,Rosa,Novo,16.3,25.0,12,5.0,0,CelShop Brasil,MercadoLíder,PE,Caruaru,False,3,True,89,2026-07-21
MLB-0086,Mercado Livre,Capa de Celular Galaxy S25 Ultra Anti-Risco Camuflada TPU com Cordão Amarelo - Samsung,Samsung,Galaxy S25 Ultra,TPU com Cordão,Amarelo,Novo,18.2,,12,4.5,0,Prime Cases,Vendedor,BA,Feira de Santana,True,6,False,247,2026-02-03
MLB-0211,Mercado Livre,Case Moto Edge 50 Fosca Antichoque TPU - Motorola,Motorola,Moto Edge 50,TPU,Preto,Usado,15.9,25.9,12,4.5,1,CaseHub,Vendedor,SC,Blumenau,True,6,True,77,2026-07-08
MLB-0306,Mercado Livre,Case Poco X6 Fosca Couro com MagSafe Vermelho - Xiaomi,Xiaomi,Poco X6,Couro com MagSafe,Vermelho,Novo,71.3,103.5,12,4.4,0,Max Acessórios,Vendedor,MG,Uberlândia,False,,,119,2026-05-21
MLB-0313,Mercado Livre,Case Galaxy S25 Ultra Geométrica Couro Sintético - Samsung,Samsung,Galaxy S25 Ultra,Couro Sintético,Camuflado,Novo,63.1,84.7,12,4.7,0,Acessórios Prime,MercadoLíder,MG,Contagem,True,,,116,2025-09-30
MLB-0083,Mercado Livre,Case Moto G84 Magnética Glitter Couro com MagSafe,Motorola,Moto G84,Couro com MagSafe,Laranja,Novo,100.2,146.4,11,4.3,0,Brasil Case Center,MercadoLíder,SP,Campinas,True,,,68,2026-07-25
MLB-0181,Mercado Livre,Capinha iPhone 13 Geométrica Floral TPU Cinza,Apple,iPhone 13,TPU,Cinza,Novo,17.5,27.6,11,4.8,0,Case Mania,Loja Oficial,RS,Canoas,True,3,False,75,2026-07-22
MLB-0296,Mercado Livre,Capa Protetora Moto G54 Glitter Floral Couro com MagSafe Cinza,Motorola,Moto G54,Couro com MagSafe,Cinza,Novo,64.3,101.3,11,4.4,1,CaseHub,Vendedor,MG,Juiz de Fora,True,6,True,242,2025-11-17
MLB-0336,Mercado Livre,Case realme C53 Lisa Silicone - realme,realme,realme C53,Silicone,Rosa,Novo,15.1,20.6,11,5.0,1,Capinha Express,Vendedor,GO,Anápolis,False,,,160,2025-11-30
MLB-0341,Mercado Livre,Case realme C53 Texturizada Lisa Silicone com MagSafe - realme,realme,realme C53,Silicone com MagSafe,Branco,Novo,68.2,121.5,11,4.2,0,Case Mania,MercadoLíder,MG,Juiz de Fora,True,3,True,191,2026-07-25
MLB-0418,Mercado Livre,Capa Protetora Poco X6 Pro Fosca Antichoque TPU Verde - Xiaomi,Xiaomi,Poco X6 Pro,TPU,Verde,Novo,19.2,31.6,11,4.5,0,Case Store Brasil,Vendedor,RJ,Niterói,False,,,288,2026-01-24
MLB-0466,Mercado Livre,Case Redmi Note 12 Ultra Fino Geométrica Policarbonato,Xiaomi,Redmi Note 12,Policarbonato,Preto,Novo,34.7,,11,4.6,1,Case Mania,Vendedor,SP,São Bernardo do Campo,False,6,True,19,2026-02-22
MLB-0593,Mercado Livre,Case Moto G85 Fosca Silicone com MagSafe - Motorola,Motorola,Moto G85,Silicone com MagSafe,Dourado,Novo,54.9,94.8,11,4.0,1,Prime Cases,Vendedor,SC,Florianópolis,True,,,232,2025-11-26
MLB-0009,Mercado Livre,Capinha Moto G54 Ultra Fino Capa com Suporte - Motorola,Motorola,Moto G54,Capa com Suporte,Rosa,Novo,15.9,,10,4.3,0,CelShop Brasil,Loja Oficial,MG,Uberlândia,True,6,True,169,2026-03-19
MLB-0224,Mercado Livre,Capinha iPhone 15 Colorida TPU com Cordão - Apple,Apple,iPhone 15,TPU com Cordão,Laranja,Novo,28.2,36.6,10,4.8,0,Case Store Brasil,Vendedor,SP,Guarulhos,True,6,True,131,2025-08-14
MLB-0244,Mercado Livre,Capa Protetora Redmi Note 13 Glitter Pelúcia - Xiaomi,Xiaomi,Redmi Note 13,Pelúcia,Azul,Novo,21.9,39.0,10,4.4,0,Brasil Case Center,Loja Oficial,RJ,Niterói,False,9,False,285,2025-12-13
MLB-0297,Mercado Livre,Capinha iPhone 12 Colorida Silicone com Anel - Apple,Apple,iPhone 12,Silicone com Anel,Marrom,Novo,24.6,44.2,10,3.8,0,CaseHub,Vendedor,SP,Campinas,True,,,157,2026-06-23
MLB-0410,Mercado Livre,Capinha Moto Edge 50 Anti-Risco Camuflada Silicone - Motorola,Motorola,Moto Edge 50,Silicone,Amarelo,Novo,17.9,,10,4.5,0,iCases Store,MercadoLíder,SP,Campinas,True,6,True,221,2026-06-15
MLB-0008,Mercado Livre,Capa Protetora Moto G54 Capa Dura Policarbonato Rosa,Motorola,Moto G54,Policarbonato,Rosa,Novo,28.5,40.3,9,4.3,0,iCases Store,Loja Oficial,BA,Salvador,True,12,True,134,2025-11-07
MLB-0022,Mercado Livre,Capinha iPhone 12 Transparente TPU - Apple,Apple,iPhone 12,TPU,Branco,Novo,19.0,26.8,9,5.0,0,Capinha Express,MercadoLíder,GO,Anápolis,False,12,False,215,2025-12-11
MLB-0039,Mercado Livre,Capa Protetora Redmi 13C Colorida Transparente Pelúcia - Xiaomi,Xiaomi,Redmi 13C,Pelúcia,Transparente,Novo,89.9,131.0,9,5.0,0,Case Store Brasil,Vendedor,SP,Guarulhos,False,,,113,2026-06-11
MLB-0163,Mercado Livre,Capa Protetora realme 12 Floral Com Desenho Silicone Marrom - realme,realme,realme 12,Silicone,Marrom,Novo,17.1,,9,4.9,0,Prime Cases,Vendedor,SP,São Bernardo do Campo,True,,,222,2026-06-05
MLB-0215,Mercado Livre,Capinha Xiaomi 14 Geométrica Ultra Fino Acrílico Cristal Cinza - Xiaomi,Xiaomi,Xiaomi 14,Acrílico Cristal,Cinza,Novo,33.6,41.4,9,4.5,1,Acessórios Prime,MercadoLíder,MG,Juiz de Fora,False,,,110,2025-11-09
MLB-0316,Mercado Livre,Capa Protetora Moto Edge 50 Com Desenho Silicone com Anel Transparente - Motorola,Motorola,Moto Edge 50,Silicone com Anel,Transparente,Novo,44.9,,9,4.3,0,CaseHub,Vendedor,MG,Juiz de Fora,False,3,True,244,2026-08-15
MLB-0343,Mercado Livre,Capa Protetora Galaxy A15 Capa Dura Texturizada Policarbonato Amarelo - Samsung,Samsung,Galaxy A15,Policarbonato,Amarelo,Novo,23.1,28.1,9,4.6,0,CaseHub,Loja Oficial,MG,Uberlândia,True,3,True,188,2026-01-08
MLB-0365,Mercado Livre,Capinha realme Note 50 Fosca Pelúcia,realme,realme Note 50,Pelúcia,Verde,Novo,48.1,66.8,9,5.0,0,Case Mania,MercadoLíder,RJ,Niterói,True,6,True,246,2025-10-11
MLB-0480,Mercado Livre,Capa de Celular iPhone 14 Geométrica Pelúcia Roxo - Apple,Apple,iPhone 14,Pelúcia,Roxo,Novo,31.2,49.8,9,4.9,0,Mega Cases Shop,Vendedor,MG,Belo Horizonte,True,9,True,81,2026-06-21
MLB-0412,Mercado Livre,Capa de Celular realme 12 Camuflada Silicone com Anel - realme,realme,realme 12,Silicone com Anel,Marrom,Novo,25.5,32.8,8,4.9,0,TecnoCases,MercadoLíder,AM,Manaus,True,,,261,2025-12-20
MLB-0525,Mercado Livre,Capinha iPhone 14 Com Desenho Capa com Suporte Marrom,Apple,iPhone 14,Capa com Suporte,Marrom,Novo,29.3,43.9,8,4.4,0,Prime Cases,Vendedor,SP,São Bernardo do Campo,True,6,False,176,2026-08-16
MLB-0556,Mercado Livre,Capa Protetora Moto G84 Glitter Antichoque Couro com MagSafe,Motorola,Moto G84,Couro com MagSafe,Marrom,Novo,70.0,102.1,8,4.5,0,CaseHub,Loja Oficial,BA,Salvador,False,9,True,101,2025-12-18
MLB-0583,Mercado Livre,Case iPhone 16 Pro Max Geométrica Glitter Policarbonato - Apple,Apple,iPhone 16 Pro Max,Policarbonato,Marrom,Novo,21.9,,8,4.4,0,Case Mania,Vendedor,PR,Cascavel,False,12,False,0,2025-10-06
MLB-0585,Mercado Livre,Case Moto G24 Com Desenho Silicone com Anel Camuflado - Motorola,Motorola,Moto G24,Silicone com Anel,Camuflado,Novo,44.1,57.3,8,4.3,0,Case Store Brasil,Loja Oficial,SC,Chapecó,False,3,True,161,2025-07-14
MLB-0026,Mercado Livre,Capa de Celular iPhone 13 Texturizada Pelúcia,Apple,iPhone 13,Pelúcia,Cinza,Novo,39.3,67.4,7,4.5,0,Case Mania,MercadoLíder,SP,Campinas,False,6,True,166,2026-02-18
MLB-0032,Mercado Livre,Capa de Celular Xiaomi 14 Lisa Pelúcia Prata - Xiaomi,Xiaomi,Xiaomi 14,Pelúcia,Prata,Novo,31.4,49.4,7,4.6,0,Case Store Brasil,Loja Oficial,SP,Campinas,False,9,True,268,2026-07-08
MLB-0063,Mercado Livre,Capinha realme C53 Floral Texturizada Silicone Amarelo,realme,realme C53,Silicone,Amarelo,Novo,9.9,,7,5.0,0,Case Mania,Vendedor,BA,Vitória da Conquista,True,6,False,193,2025-08-23
MLB-0283,Mercado Livre,Capa de Celular iPhone 16 Pro Max Transparente Pelúcia - Apple,Apple,iPhone 16 Pro Max,Pelúcia,Marrom,Novo,9.9,14.2,7,4.4,0,Case Mania,MercadoLíder,RJ,Rio de Janeiro,False,6,True,0,2025-08-16
MLB-0582,Mercado Livre,Capa de Celular Moto G54 Anti-Risco Com Desenho Silicone Cinza - Motorola,Motorola,Moto G54,Silicone,Cinza,Novo,18.6,25.6,7,4.2,0,TecnoCases,Vendedor,RJ,Duque de Caxias,False,,,22,2025-12-05
MLB-0109,Mercado Livre,Capa Protetora iPhone 13 Com Desenho À Prova d'Água Cinza,Apple,iPhone 13,À Prova d'Água,Cinza,Novo,54.5,65.6,6,3.9,0,Max Acessórios,MercadoLíder,SC,Florianópolis,False,12,False,177,2025-09-18
MLB-0210,Mercado Livre,Capinha iPhone 13 Pelúcia Lisa Pelúcia Marrom,Apple,iPhone 13,Pelúcia,Marrom,Novo,30.6,47.8,6,4.5,0,Capinha Express,Vendedor,SP,Osasco,False,,,19,2025-11-26
MLB-0233,Mercado Livre,Capinha Galaxy S23 Ultra Fino À Prova d'Água Marrom - Samsung,Samsung,Galaxy S23,À Prova d'Água,Marrom,Novo,9.9,17.6,6,4.2,0,Case Store Brasil,MercadoLíder,PR,Maringá,True,,,68,2025-09-04
MLB-0299,Mercado Livre,Capinha iPhone 16 Pro Max Glitter Silicone com Anel - Apple,Apple,iPhone 16 Pro Max,Silicone com Anel,Camuflado,Novo,9.9,,6,4.8,0,Capinha Express,MercadoLíder,BA,Vitória da Conquista,False,3,True,215,2026-01-11
MLB-0359,Mercado Livre,Capinha Galaxy M15 Glitter Silicone - Samsung,Samsung,Galaxy M15,Silicone,Roxo,Novo,23.9,38.5,6,4.5,0,Case Mania,MercadoLíder,ES,Vitória,True,,,242,2026-04-01
MLB-0036,Mercado Livre,Capa Protetora Galaxy S25 Ultra Ultra Fino Lisa À Prova d'Água Transparente - Samsung,Samsung,Galaxy S25 Ultra,À Prova d'Água,Transparente,Novo,24.9,33.3,5,4.3,0,TecnoCases,Vendedor,RS,Porto Alegre,False,9,True,219,2025-10-17
MLB-0058,Mercado Livre,Case iPhone 16 Pro Max Antichoque Silicone com MagSafe - Apple,Apple,iPhone 16 Pro Max,Silicone com MagSafe,Vermelho,Novo,44.6,70.9,5,4.5,0,Case Mania,Vendedor,SC,Blumenau,True,,,85,2026-01-09
MLB-0092,Mercado Livre,Capinha realme Note 50 Anti-Risco Espelhada Acrílico Cristal - realme,realme,realme Note 50,Acrílico Cristal,Preto,Novo,22.9,,5,4.8,0,Digital Case BR,Loja Oficial,SP,São Bernardo do Campo,True,3,False,176,2025-11-26
MLB-0095,Mercado Livre,Capinha Redmi 13C Colorida Camuflada TPU com Cordão,Xiaomi,Redmi 13C,TPU com Cordão,Azul,Novo,26.6,43.1,5,4.8,0,CelShop Brasil,Vendedor,SP,São Paulo,True,,,163,2026-03-14
MLB-0332,Mercado Livre,Capa Protetora Moto G85 Antichoque Com Desenho TPU com Cordão Prata,Motorola,Moto G85,TPU com Cordão,Prata,Novo,29.4,,5,4.6,0,iCases Store,Vendedor,SP,Guarulhos,False,6,True,267,2025-07-31
MLB-0534,Mercado Livre,Case Galaxy A55 Colorida Glitter Policarbonato Dourado,Samsung,Galaxy A55,Policarbonato,Dourado,Novo,39.2,,5,4.2,0,Case Mania,Vendedor,SP,Osasco,True,6,True,257,2025-10-12
MLB-0570,Mercado Livre,Capinha realme 12 MagSafe Lisa Silicone com MagSafe - realme,realme,realme 12,Silicone com MagSafe,Vermelho,Novo,59.2,,5,4.5,0,Top Cel Acessórios,Loja Oficial,SC,Chapecó,True,,,272,2026-02-15
MLB-0100,Mercado Livre,Capinha iPhone 12 Transparente Glitter Silicone com MagSafe Roxo,Apple,iPhone 12,Silicone com MagSafe,Roxo,Novo,46.8,71.6,4,4.4,0,Max Acessórios,MercadoLíder,DF,Ceilândia,True,,,138,2026-03-26
